Kode Item	Nama Item	Jenis	Konversi	Satuan	Harga Pokok	Harga Retail	Harga Grosir
8992775005903	CHOCOLATOS RICH WAFER ROL 18G(1X8X12)	MKAN	1.00	PCS	1,604	2,000	0
8992775005903	CHOCOLATOS RICH WAFER ROL 18G(1X8X12)	MKAN	12.00	BOX	19,250	21,500	20,500
8992775005903	CHOCOLATOS RICH WAFER ROL 18G(1X8X12)	MKAN	96.00	DUS	154,000	159,000	0
8992775004494	CHOCOLATOS VAN 12G(1X8X24)	MKAN	1.00	PCS	825	1,000	0
8992775004494	CHOCOLATOS VAN 12G(1X8X24)	MKAN	24.00	BOX	19,800	23,000	21,000
8992775004494	CHOCOLATOS VAN 12G(1X8X24)	MKAN	192.00	DUS	158,400	165,000	0
8998694111206	CHOCOLITO CHEESE 38G(1X48)	SNACK	1.00	BOX	5,000	6,000	5,250
8998694111206	CHOCOLITO CHEESE 38G(1X48)	SNACK	48.00	DUS	240,000	242,000	0
8998694121021	CHOCOLITO ORI 38G(1X48)	SNACK	1.00	BOX	4,896	6,000	5,250
8998694121021	CHOCOLITO ORI 38G(1X48)	SNACK	48.00	DUS	235,000	242,000	0
8998694121038	CHOCOLITO RICH CHOCO 38G(1X48)	SNACK	1.00	BOX	4,896	6,000	5,250
8998694121038	CHOCOLITO RICH CHOCO 38G(1X48)	SNACK	48.00	DUS	235,000	242,000	0
8993175563413	CHOCOPIE NEXTAR 24G (1X8X12+1)	MKAN	1.00	PCS	1,451	2,000	0
8993175563413	CHOCOPIE NEXTAR 24G (1X8X12+1)	MKAN	13.00	BOX	18,861	21,500	20,500
8993175563413	CHOCOPIE NEXTAR 24G (1X8X12+1)	MKAN	104.00	DUS	150,890	160,000	0
8901393017212	CHUPA CHIP SALBELT(1X24)	CANDY	1.00	PCS	833	1,000	0
8901393017212	CHUPA CHIP SALBELT(1X24)	CANDY	24.00	PAK	20,000	21,500	20,750
8990800024844	CHUPA CHIP TOPLES TUSUK(1X30)	CANDY	1.00	PCS	833	1,000	0
8990800024844	CHUPA CHIP TOPLES TUSUK(1X30)	CANDY	30.00	BOX	25,000	26,500	25,750
899080002484	CHUPA CHIP TOPLES TUSUK(1X8X30+3)	CANDY	1.00	PCS	727	1,000	0
899080002484	CHUPA CHIP TOPLES TUSUK(1X8X30+3)	CANDY	33.00	PAK	24,000	29,000	25,500
899080002484	CHUPA CHIP TOPLES TUSUK(1X8X30+3)	CANDY	264.00	DUS	192,000	196,000	0
6911316003293	CHUPA CUPS COLA(1X8)	CANDY	1.00	PCS	6,500	8,000	6,900
6911316003293	CHUPA CUPS COLA(1X8)	CANDY	8.00	BOX	52,000	54,000	0
6911316003330	CHUPA CUPS PANDA (1X8)	CANDY	1.00	PCS	6,500	8,000	6,900
6911316003330	CHUPA CUPS PANDA (1X8)	CANDY	8.00	BOX	52,000	54,000	0
8990800020341	CHUPA FILI FOLLY GUM (1X12)	CANDY	1.00	PCS	5,000	6,000	5,500
8990800020341	CHUPA FILI FOLLY GUM (1X12)	CANDY	12.00	BOX	60,000	62,000	0
6921211116646	CHUPA MELODY 15G(1X36)	CANDY	1.00	PCS	4,000	5,000	4,250
6921211116646	CHUPA MELODY 15G(1X36)	CANDY	36.00	BOX	144,000	149,000	0
8995227500582	CINCAU PANDA 310ml(1X24)	MNM	1.00	PCS	5,500	7,000	5,850
8995227500582	CINCAU PANDA 310ml(1X24)	MNM	24.00	DUS	132,000	136,000	0
8998866100168	CIPTADENT COOL  MINT 190g(24)	PSTA/SKT GIGI	1.00	PCS	11,013	13,000	11,750
8998866100168	CIPTADENT COOL  MINT 190g(24)	PSTA/SKT GIGI	24.00	DUS	264,312	274,000	0
8998866100144	CIPTADENT COOL MINT 75g(1X72)	PSTA/SKT GIGI	1.00	PCS	3,096	4,000	3,500
8998866100144	CIPTADENT COOL MINT 75g(1X72)	PSTA/SKT GIGI	72.00	DUS	222,900	247,500	0
8998866109727	CIPTADENT COOLMINT  225G(24)	PSTA/SKT GIGI	1.00	PCS	9,500	14,000	10,000
8998866109727	CIPTADENT COOLMINT  225G(24)	PSTA/SKT GIGI	24.00	DUS	228,000	235,000	0
8998866181068	CIPTADENT FRESH MINT 75g(1X72)	PSTA/SKT GIGI	1.00	PCS	3,096	4,000	3,500
8998866181068	CIPTADENT FRESH MINT 75g(1X72)	PSTA/SKT GIGI	72.00	DUS	222,900	247,500	0
8998866109079	CIPTADENT FRESHMINT 225Gg(24)	PSTA/SKT GIGI	1.00	PCS	9,500	11,000	10,000
8998866109079	CIPTADENT FRESHMINT 225Gg(24)	PSTA/SKT GIGI	24.00	DUS	228,000	234,500	0
8999999605957	CITRA HBL BENGKOANG 110ml(6X6)	COSMETIC	1.00	PCS	9,282	12,500	11,000
8999999605957	CITRA HBL BENGKOANG 110ml(6X6)	COSMETIC	6.00	PAK	55,691	63,500	0
8999999605957	CITRA HBL BENGKOANG 110ml(6X6)	COSMETIC	36.00	DUS	334,143	339,500	0
8999999605940	CITRA HBL BENGKOANG 210ml(1X3X8)	COSMETIC	1.00	PCS	16,200	22,000	19,500
8999999605940	CITRA HBL BENGKOANG 210ml(1X3X8)	COSMETIC	8.00	PAK	129,600	150,500	0
8999999605940	CITRA HBL BENGKOANG 210ml(1X3X8)	COSMETIC	24.00	DUS	388,800	400,500	0
8999999605988	CITRA HBL BENGKOANG 60ml(6x6)	COSMETIC	1.00	PCS	5,450	7,500	6,500
8999999605988	CITRA HBL BENGKOANG 60ml(6x6)	COSMETIC	6.00	PAK	32,700	38,000	0
8999999605988	CITRA HBL BENGKOANG 60ml(6x6)	COSMETIC	36.00	DUS	196,200	202,000	0
8999999606008	CITRA HBL PEARLY 110mL(6x6)	COSMETIC	1.00	PCS	9,351	13,000	11,500
8999999606008	CITRA HBL PEARLY 110mL(6x6)	COSMETIC	6.00	PAK	56,106	65,000	0
8999999606008	CITRA HBL PEARLY 110mL(6x6)	COSMETIC	36.00	DUS	336,636	414,000	0
8999999605995	CITRA HBL PEARLY 210ml(8x3)	COSMETIC	1.00	PCS	18,700	25,500	22,500
8999999605995	CITRA HBL PEARLY 210ml(8x3)	COSMETIC	8.00	PAK	149,600	173,500	0
8999999605995	CITRA HBL PEARLY 210ml(8x3)	COSMETIC	24.00	DUS	448,800	462,500	0
8999999606015	CITRA HBL PEARLY 60mL(6x6)	COSMETIC	1.00	PCS	5,450	7,500	6,500
8999999606015	CITRA HBL PEARLY 60mL(6x6)	COSMETIC	6.00	PAK	32,700	38,000	0
8999999606015	CITRA HBL PEARLY 60mL(6x6)	COSMETIC	36.00	DUS	196,200	202,000	0
8993989311699	CLASMILD(1X10)	ROKOK	1.00	PCS	28,600	30,000	29,000
8993989311699	CLASMILD(1X10)	ROKOK	10.00	SLOF	286,000	289,000	0
8995154100039	CLEAN PLUS 360P(1X30)	TISU	1.00	PCS	4,917	7,000	5,750
8995154100039	CLEAN PLUS 360P(1X30)	TISU	30.00	BAL	147,500	155,000	0
8991111000121	CLEAN&CLEAR FW VIT.C 100ML(1X24)	COSMETIC	1.00	PCS	22,016	25,500	23,500
8991111000121	CLEAN&CLEAR FW VIT.C 100ML(1X24)	COSMETIC	24.00	DUS	528,378	544,500	0
8991111000114	CLEAN&CLEAR FW VIT.C 50ML(1X48)	COSMETIC	1.00	PCS	14,868	17,500	15,750
8991111000114	CLEAN&CLEAR FW VIT.C 50ML(1X48)	COSMETIC	48.00	DUS	706,173	727,500	0
8999999599249	CLEAR ANT KETOMBE & RMBT RNTK10G(1X40X12)	SHAMPO	1.00	RCG	9,105	11,000	9,700
8999999599249	CLEAR ANT KETOMBE & RMBT RNTK10G(1X40X12)	SHAMPO	40.00	DUS	364,204	375,500	0
8999999599270	CLEAR LEMON(1X40x12)	SHAMPO	1.00	PCS	757	1,000	0
8999999599270	CLEAR LEMON(1X40x12)	SHAMPO	12.00	RCG	9,082	10,500	9,750
8999999599270	CLEAR LEMON(1X40x12)	SHAMPO	504.00	DUS	381,452	393,000	0
8999999529734	CLEAR MENTHOL160ml (1X6)	SHAMPO	1.00	PCS	23,984	30,000	26,500
8999999529734	CLEAR MENTHOL160ml (1X6)	SHAMPO	6.00	PAK	143,907	154,500	0
8999999599256	CLEAR MNTHL SCHT 10ml(40x12)	SHAMPO	1.00	PCS	759	1,000	0
8999999599256	CLEAR MNTHL SCHT 10ml(40x12)	SHAMPO	12.00	RCG	9,105	10,500	9,500
8999999599256	CLEAR MNTHL SCHT 10ml(40x12)	SHAMPO	480.00	DUS	364,200	373,000	0
8999999599263	CLEAR PRWT CMPLT SCH 10ml(12x40)	SHAMPO	1.00	PCS	726	1,000	0
8999999599263	CLEAR PRWT CMPLT SCH 10ml(12x40)	SHAMPO	12.00	RCG	8,710	10,000	9,250
8999999599263	CLEAR PRWT CMPLT SCH 10ml(12x40)	SHAMPO	480.00	DUS	348,400	359,000	0
8999999529628	CLEAR PRWT COMPLT 160ml(1X6)	SHAMPO	1.00	PCS	24,045	30,000	25,500
8999999529628	CLEAR PRWT COMPLT 160ml(1X6)	SHAMPO	6.00	PAK	150,000	154,500	0
8999999529550	CLEAR PRWT COMPLT 70m/(1x48)	SHAMPO	1.00	PCS	11,964	14,500	12,750
8999999529550	CLEAR PRWT COMPLT 70m/(1x48)	SHAMPO	48.00	DUS	574,262	591,500	0
8999999720940	CLEAR STYLING 100g(1X24)	COSMETIC	1.00	PCS	12,922	15,500	13,750
8999999720940	CLEAR STYLING 100g(1X24)	COSMETIC	24.00	DUS	310,128	317,000	0
8996129809131	CLEO BTL MINI 220ML(1X24)	MNM	1.00	KRAT	20,000	22,000	21,000
8992775717004	CLEVO  KTK  COKLAT 115ml (1X40)	SUSU UHT	1.00	PCS	2,250	3,000	2,500
8992775717004	CLEVO  KTK  COKLAT 115ml (1X40)	SUSU UHT	40.00	DUS	90,000	93,000	0
8992775717011	CLEVO STRWBERY 115ml(1X40)	SUSU UHT	1.00	PCS	2,250	3,000	2,500
8992775717011	CLEVO STRWBERY 115ml(1X40)	SUSU UHT	40.00	DUS	90,000	100,000	0
8999999707842	CLOSEUP 100g(1X4X12)	PSTA/SKT GIGI	1.00	PCS	14,443	17,500	15,750
8999999707842	CLOSEUP 100g(1X4X12)	PSTA/SKT GIGI	12.00	PAK	173,314	180,500	0
8999999707842	CLOSEUP 100g(1X4X12)	PSTA/SKT GIGI	48.00	DUS	693,256	707,500	0
8999999707859	CLOSUP MNTHL 160+20g(1X4X12)	PSTA/SKT GIGI	1.00	PCS	18,206	22,000	19,750
8999999707859	CLOSUP MNTHL 160+20g(1X4X12)	PSTA/SKT GIGI	12.00	PAK	218,469	227,500	0
8999999707859	CLOSUP MNTHL 160+20g(1X4X12)	PSTA/SKT GIGI	48.00	DUS	873,876	891,500	0
8999999574376	CLOSUP MNTHOL 75g(1X4X48)	PSTA/SKT GIGI	1.00	PCS	6,367	8,000	7,000
8999999574376	CLOSUP MNTHOL 75g(1X4X48)	PSTA/SKT GIGI	12.00	PAK	76,406	79,500	0
8999999574376	CLOSUP MNTHOL 75g(1X4X48)	PSTA/SKT GIGI	48.00	DUS	305,624	312,000	0
8992761002015	COCA COLA 390ml(1X12)	MNM	1.00	PCS	4,000	5,000	4,200
8992761002015	COCA COLA 390ml(1X12)	MNM	12.00	DUS	48,000	48,500	0
8992761136161	COCACOLA 1L(1X12)	MNM	1.00	PCS	8,167	10,000	9,000
8992761136161	COCACOLA 1L(1X12)	MNM	12.00	KRAT	98,000	101,500	99,500
8997204306774	COLEK SAYANG 130g (1X40)	DETERJEN	1.00	PCS	1,072	2,000	1,250
8997204306774	COLEK SAYANG 130g (1X40)	DETERJEN	30.00	DUS	32,149	33,500	0
8994116101190	COUNTRY JAMBU 250ml(1X24)	MNM	1.00	PCS	5,000	6,000	5,300
8994116101190	COUNTRY JAMBU 250ml(1X24)	MNM	24.00	DUS	120,000	123,500	0
8994116101183	COUNTRY MANGO 250ml(1X24)	MNM	1.00	PCS	5,000	6,000	5,300
8994116101183	COUNTRY MANGO 250ml(1X24)	MNM	24.00	DUS	120,000	123,500	0
8888166336568	CRISYPY CRACKERS 250G(1X30)	MKAN	1.00	PCS	9,633	12,000	10,250
8888166336568	CRISYPY CRACKERS 250G(1X30)	MKAN	30.00	DUS	289,000	300,000	0
CMKG	CUKA MEJA KG 100ML(1X60)	BAHAN DAPUR	1.00	PCS	658	1,000	750
CMKG	CUKA MEJA KG 100ML(1X60)	BAHAN DAPUR	60.00	DUS	39,489	40,500	0
8888103205018	CUSON BBY OIL BIRU 50+50ml (1X12)	ALT BYI	1.00	PCS	11,001	15,500	13,200
8888103205018	CUSON BBY OIL BIRU 50+50ml (1X12)	ALT BYI	12.00	DUS	132,012	145,500	0
8998103004488	CUSON BBY OIL PINK 50+50ml (1X12)	ALT BYI	1.00	PCS	11,001	15,500	13,200
8998103004488	CUSON BBY OIL PINK 50+50ml (1X12)	ALT BYI	12.00	PAK	132,012	145,500	0
8998103008134	CUSON H&L ALMND 100+100ml (1X12)	ALT BYI	1.00	PCS	23,000	32,500	27,700
8998103008134	CUSON H&L ALMND 100+100ml (1X12)	ALT BYI	12.00	PAK	276,000	303,500	0
8998103015262	CUSON HAIR&BODY FRUITY B 100ml (1X12)	ALT BYI	1.00	PCS	15,500	20,000	17,000
8998103015262	CUSON HAIR&BODY FRUITY B 100ml (1X12)	ALT BYI	12.00	PAK	186,000	191,500	0
8998103000602	CUSON PWDER SOFT&SMTH 200g (1X12)	ALT BYI	1.00	PCS	12,500	15,000	13,250
8998103000602	CUSON PWDER SOFT&SMTH 200g (1X12)	ALT BYI	12.00	PAK	150,000	154,500	0
8998103012247	CUSON PWDR FRESH&NOUR 200g (1X12)	ALT BYI	1.00	PCS	12,500	15,000	13,250
8998103012247	CUSON PWDR FRESH&NOUR 200g (1X12)	ALT BYI	12.00	PAK	150,000	154,500	0
8998103018485	CUSON PWDR FRESH&NOUR 50g (1X12)	ALT BYI	1.00	PCS	3,500	4,500	3,750
8998103018485	CUSON PWDR FRESH&NOUR 50g (1X12)	ALT BYI	12.00	PAK	42,000	43,500	0
8998103018461	CUSON PWDR SOFT&SMTH 50g (1X12)	ALT BYI	1.00	PCS	3,500	4,500	3,750
8998103018461	CUSON PWDR SOFT&SMTH 50g (1X12)	ALT BYI	12.00	PAK	42,000	43,500	0
88820293	CUSON SHMPO AVOCADO 200ml(1X12)	ALT BYI	1.00	PCS	12,500	16,500	13,750
88820293	CUSON SHMPO AVOCADO 200ml(1X12)	ALT BYI	12.00	PAK	150,000	154,500	0
8998103011325	CUSON SHMPO CANDLE 200ml (1X12)	ALT BYI	1.00	PCS	12,500	16,500	13,750
8998103011325	CUSON SHMPO CANDLE 200ml (1X12)	ALT BYI	12.00	PAK	150,000	154,500	0
8888103004352	CUSON SHMPO OIL HONEY 50+50ml (1X12)	ALT BYI	1.00	PCS	7,100	9,500	8,000
8888103004352	CUSON SHMPO OIL HONEY 50+50ml (1X12)	ALT BYI	12.00	PAK	85,200	88,000	0
CBB	CUTONBUD BESAR(1X12X12)	KATEMBAT	1.00	PCS	317	500	450
CBB	CUTONBUD BESAR(1X12X12)	KATEMBAT	12.00	PAK	3,800	5,000	0
CBB	CUTONBUD BESAR(1X12X12)	KATEMBAT	144.00	BAL	45,600	50,000	0
CBK	CUTONBUD KECILl(1X12X12)	KATEMBAT	1.00	PCS	317	500	450
CBK	CUTONBUD KECILl(1X12X12)	KATEMBAT	12.00	PAK	3,800	5,000	0
CBK	CUTONBUD KECILl(1X12X12)	KATEMBAT	144.00	BAL	45,600	50,000	0
8998866608459	DAIA BBK PUTIH 245G(1X24)	DETERJEN	1.00	PCS	4,083	5,000	4,500
8998866608459	DAIA BBK PUTIH 245G(1X24)	DETERJEN	24.00	DUS	98,000	101,000	0
8998866604963	DAIA FRUITY LEMON 245G(1X24)	DETERJEN	1.00	PCS	4,083	5,000	4,500
8998866604963	DAIA FRUITY LEMON 245G(1X24)	DETERJEN	24.00	DUS	98,000	101,000	0
8998866608725	DAIA RMNTCPNK  800g(1X12)	DETERJEN	1.00	PCS	18,350	21,500	19,500
8998866608725	DAIA RMNTCPNK  800g(1X12)	DETERJEN	12.00	DUS	220,200	227,000	0
8998866608718	DAIA RMNTIC PINK 245g(1X24)	DETERJEN	1.00	PCS	4,333	5,000	4,750
8998866608718	DAIA RMNTIC PINK 245g(1X24)	DETERJEN	24.00	DUS	104,000	107,500	0
8998866610261	DAIA VIOLET PASSION 245g(1X24)	DETERJEN	1.00	PCS	4,333	5,000	4,750
8998866610261	DAIA VIOLET PASSION 245g(1X24)	DETERJEN	24.00	DUS	104,000	107,500	0
7622202243639	DAIRY MILK 11g(1X42X20)	CKLT BTG	1.00	PCS	1,870	2,000	1,950
7622202243639	DAIRY MILK 11g(1X42X20)	CKLT BTG	20.00	BOX	37,407	38,000	0
7622210681614	DAIRY MILK 25G CASHEWNUT (1X24)	CKLT BTG	1.00	PCS	8,324	10,000	9,000
7622210681614	DAIRY MILK 25G CASHEWNUT (1X24)	CKLT BTG	24.00	BOX	199,777	205,000	0
9556182023296	DAIRY MILK 25G(1X24)	CKLT BTG	1.00	PCS	8,319	10,000	9,000
9556182023296	DAIRY MILK 25G(1X24)	CKLT BTG	24.00	BOX	199,666	206,000	0
8992696407671	DANCOW 1+  VN 350g(1X24)	SUSU FORMULA	1.00	PCS	38,900	43,500	41,500
8992696407671	DANCOW 1+  VN 350g(1X24)	SUSU FORMULA	24.00	DUS	933,600	977,000	0
8992696405578	DANCOW 1+ MD 350g(1X24)	SUSU FORMULA	1.00	PCS	38,900	43,500	41,500
8992696405578	DANCOW 1+ MD 350g(1X24)	SUSU FORMULA	24.00	DUS	933,600	978,000	0
8992696405585	DANCOW 1+ MD 750G(1X12)	SUSU FORMULA	1.00	PCS	78,500	85,000	81,750
8992696405585	DANCOW 1+ MD 750G(1X12)	SUSU FORMULA	12.00	DUS	942,000	961,000	0
8992696407688	DANCOW 1+ VN 750g (1x12)	SUSU FORMULA	1.00	PCS	77,900	85,000	81,750
8992696407688	DANCOW 1+ VN 750g (1x12)	SUSU FORMULA	12.00	DUS	934,800	953,500	0
8992696407053	DANCOW 3 + MD 750g(1X12)	SUSU FORMULA	1.00	PCS	75,900	82,000	79,000
8992696407053	DANCOW 3 + MD 750g(1X12)	SUSU FORMULA	12.00	DUS	910,800	929,500	0
8992696407039	DANCOW 3+ MD 350g (1X24)	SUSU FORMULA	1.00	PCS	36,900	40,000	38,500
8992696407039	DANCOW 3+ MD 350g (1X24)	SUSU FORMULA	24.00	DUS	885,600	903,500	0
8992696407695	DANCOW 3+ VANILA 350G(1X24)	SUSU FORMULA	1.00	PCS	35,900	40,000	38,500
8992696407695	DANCOW 3+ VANILA 350G(1X24)	SUSU FORMULA	24.00	DUS	861,600	903,500	0
8992696407701	DANCOW 3+VN  750g (1X12)	SUSU FORMULA	1.00	PCS	75,900	82,000	79,000
8992696407701	DANCOW 3+VN  750g (1X12)	SUSU FORMULA	12.00	DUS	910,800	929,500	0
8992696405257	DANCOW FORTIGROW CKLT 780G(1X12)	SUSU FORMULA	1.00	PCS	79,300	86,000	82,500
8992696405257	DANCOW FORTIGROW CKLT 780G(1X12)	SUSU FORMULA	12.00	DUS	951,600	970,500	0
8992696405240	DANCOW GRO CKLT 390g(1X24)	SUSU FORMULA	1.00	PCS	39,900	43,500	41,500
8992696405240	DANCOW GRO CKLT 390g(1X24)	SUSU FORMULA	24.00	DUS	957,600	977,000	0
8992696405431	DANCOW GRO INSTN 390g(1X24)	SUSU FORMULA	1.00	PCS	52,100	57,000	54,250
8992696405431	DANCOW GRO INSTN 390g(1X24)	SUSU FORMULA	24.00	DUS	1,250,400	1,275,500	0
8994286130006	DANDANG DAUN TEH(1X10)	TEH	1.00	PCS	2,900	4,000	3,500
8994286130006	DANDANG DAUN TEH(1X10)	TEH	10.00	PAK	29,000	30,000	0
8994286130587	DANDANG TEH CELUP	TEH	1.00	PCS	5,000	6,000	5,500
8994286130587	DANDANG TEH CELUP	TEH	3.00	PAK	15,000	16,000	0
DARMAWANGI 50G	DARMAWANGI 50G	BHN ROKOK	1.00	PCS	9,250	14,000	11,100
DKS	DAYANA KRESEK SEDENG (1X5)	PLASTIK	1.00	PAK	12,500	14,000	13,250
DKS	DAYANA KRESEK SEDENG (1X5)	PLASTIK	5.00	IKAT	62,500	64,500	0
DEJAGAB	DEJAGER AYAM BKR MAD(60)	SNACK	1.00	PCS	1,675	2,000	1,750
DEJAGAB	DEJAGER AYAM BKR MAD(60)	SNACK	60.00	DUS	100,500	104,000	0
DEJAGCS	DEJAGER COKELAT SUSU 20g(1X6X10)	SNACK	1.00	PCS	1,675	2,000	1,750
DEJAGCS	DEJAGER COKELAT SUSU 20g(1X6X10)	SNACK	60.00	DUS	100,500	105,500	0
DEJAB	DEJAGER JAGUNG	MKAN	1.00	PCS	1,675	2,000	1,750
DEJAB	DEJAGER JAGUNG	MKAN	60.00	DUS	100,500	104,000	0
8991002353213	DELBIS SPECIAL BUTER 155.2g	MKAN	1.00	PCS	22,500	26,500	23,850
8997204670660	DELI BERY 45g(1x20)	MKAN	1.00	PCS	2,300	2,500	2,400
8997204670660	DELI BERY 45g(1x20)	MKAN	20.00	DUS	46,000	47,500	0
8997204670646	DELI COKLAT 45g(1x20)	MKAN	1.00	PCS	2,720	3,500	2,900
8997204670646	DELI COKLAT 45g(1x20)	MKAN	20.00	DUS	54,390	56,500	0
8998888710598	DELMONTE EXHOT POCH 200g(24)	SAOS	1.00	PCS	5,683	6,500	6,000
8998888710598	DELMONTE EXHOT POCH 200g(24)	SAOS	24.00	DUS	136,400	139,000	0
8998888000088	DELMONTE EXHOT POCH 500g(20)	SAOS	1.00	PCS	11,200	13,000	12,000
8998888000088	DELMONTE EXHOT POCH 500g(20)	SAOS	20.00	DUS	224,000	228,500	0
8998888710192	DELMONTE TOMAT POCH 200g(24)	SAOS	1.00	PCS	5,362	6,500	5,600
8998888710192	DELMONTE TOMAT POCH 200g(24)	SAOS	24.00	DUS	128,699	131,500	0
8998888000095	DELMONTE TOMAT POCH 500g(20)	SAOS	1.00	PCS	8,200	10,000	8,750
8998888000095	DELMONTE TOMAT POCH 500g(20)	SAOS	20.00	DUS	164,000	167,500	0
8997011931626	DESAKU BALADO 25G(1X10)	BUMBU INSTANT	1.00	PCS	2,400	3,500	0
8997011931626	DESAKU BALADO 25G(1X10)	BUMBU INSTANT	10.00	RCG	24,000	26,500	25,500
8997011931626	DESAKU BALADO 25G(1X10)	BUMBU INSTANT	120.00	DUS	288,000	297,000	0
8997011932005	DESAKU BAWANG PUTIH 6G(1X6X12)	BUMBU INSTANT	1.00	PCS	813	1,000	0
8997011932005	DESAKU BAWANG PUTIH 6G(1X6X12)	BUMBU INSTANT	12.00	RCG	9,750	11,000	10,500
8997011932005	DESAKU BAWANG PUTIH 6G(1X6X12)	BUMBU INSTANT	72.00	PAK	58,500	60,500	0
8997011931954	DESAKU BUBUK CABE 15G(1X10)	BUMBU INSTANT	1.00	PCS	2,000	2,500	2,250
8997011931954	DESAKU BUBUK CABE 15G(1X10)	BUMBU INSTANT	10.00	RCG	20,000	21,000	0
8997011931701	DESAKU GULAI 12.5G(1X10)	BUMBU INSTANT	1.00	PCS	2,400	3,500	0
8997011931701	DESAKU GULAI 12.5G(1X10)	BUMBU INSTANT	10.00	RCG	24,000	26,500	25,500
8997011931701	DESAKU GULAI 12.5G(1X10)	BUMBU INSTANT	120.00	DUS	288,000	297,000	0
8997011931107	DESAKU KETUMBAR BUBUK 12,5G(1X2X12)	BUMBU INSTANT	1.00	PCS	813	1,000	0
8997011931107	DESAKU KETUMBAR BUBUK 12,5G(1X2X12)	BUMBU INSTANT	12.00	RCG	9,750	11,000	10,500
8997011931107	DESAKU KETUMBAR BUBUK 12,5G(1X2X12)	BUMBU INSTANT	24.00	PAK	19,500	20,500	0
8997011931732	DESAKU MARINASI 12,5G(1X12)	BUMBU INSTANT	1.00	PCS	975	1,500	0
8997011931732	DESAKU MARINASI 12,5G(1X12)	BUMBU INSTANT	12.00	RCG	9,750	11,000	10,500
8992775100042	DILAN COKIES 11G(1X8X23)	MKAN	1.00	PCS	870	1,000	0
8992775100042	DILAN COKIES 11G(1X8X23)	MKAN	23.00	BOX	20,000	22,000	21,200
8992775100042	DILAN COKIES 11G(1X8X23)	MKAN	184.00	DUS	160,000	165,000	0
8992775002599	DILAN CRUNCY CARAMEL 23G(1X12X12)	MKAN	1.00	PCS	1,639	2,000	0
8992775002599	DILAN CRUNCY CARAMEL 23G(1X12X12)	MKAN	12.00	BOX	19,666	22,000	21,000
8992775002599	DILAN CRUNCY CARAMEL 23G(1X12X12)	MKAN	144.00	DUS	235,996	243,500	0
8992775101148	DILAN WAFFLE PANDAN 16G(1X12X12)	MKAN	1.00	PCS	1,669	2,000	0
8992775101148	DILAN WAFFLE PANDAN 16G(1X12X12)	MKAN	12.00	BOX	20,033	22,500	21,250
8992775101148	DILAN WAFFLE PANDAN 16G(1X12X12)	MKAN	144.00	DUS	240,399	248,000	0
8992775311783	DILAN WAFFLE16G(1X12X12)	MKAN	1.00	PCS	1,669	2,000	0
8992775311783	DILAN WAFFLE16G(1X12X12)	MKAN	12.00	BOX	20,033	22,000	21,250
8992775311783	DILAN WAFFLE16G(1X12X12)	MKAN	144.00	DUS	240,399	245,500	0
8991906101019	DJARUM 12 SUPER(1X10)	ROKOK	1.00	PCS	23,000	24,000	23,500
8991906101019	DJARUM 12 SUPER(1X10)	ROKOK	10.00	SLOF	230,000	232,500	0
8991906101026	DJARUM 16 SUPER(1X10)	ROKOK	1.00	PCS	30,750	32,000	31,500
8991906101026	DJARUM 16 SUPER(1X10)	ROKOK	10.00	SLOF	307,500	311,000	0
8991906101811	DJARUM 76 MANGGA (1X10)	ROKOK	1.00	PCS	13,900	16,000	14,750
8991906101811	DJARUM 76 MANGGA (1X10)	ROKOK	10.00	SLOF	139,000	146,000	0
8991906106250	DJARUM 76APPLE 12(1X10)	ROKOK	1.00	PCS	14,451	16,000	15,500
8991906106250	DJARUM 76APPLE 12(1X10)	ROKOK	10.00	SLOF	144,505	147,500	0
8991906101712	DJARUM COKLAT 12(1X10)	ROKOK	1.00	PCS	15,600	16,500	16,000
8991906101712	DJARUM COKLAT 12(1X10)	ROKOK	10.00	SLOF	156,000	158,000	0
DDP	DJARUM SUPER PAPIR 10G(1X12)	BHN ROKOK	1.00	PCS	1,663	3,000	2,000
8999909015418	DJI SAM SOE 12 SOFT PACK(1X10)	ROKOK	1.00	PCS	18,250	19,000	18,750
8999909015418	DJI SAM SOE 12 SOFT PACK(1X10)	ROKOK	10.00	SLOF	182,500	184,500	0
8999909028999	DJI SAM SOE 12 SUPER PREMIUM(1X10)	ROKOK	1.00	PCS	21,300	22,500	22,000
8999909028999	DJI SAM SOE 12 SUPER PREMIUM(1X10)	ROKOK	10.00	SLOF	213,000	215,500	0
8999909028234	DJI SAMSOE 12  KRTEK(1X10)	ROKOK	1.00	PCS	19,200	20,000	19,750
8999909028234	DJI SAMSOE 12  KRTEK(1X10)	ROKOK	10.00	SLOF	192,000	194,000	0
8999999612306	DOVE BIOTIN HAIRFALL 10G(1X40X12)	SHAMPO	1.00	RCG	8,600	10,000	9,250
8999999612306	DOVE BIOTIN HAIRFALL 10G(1X40X12)	SHAMPO	40.00	DUS	344,005	354,500	0
8999999612573	DOVE KONDISIONER BIOTIN 10ml(40x12)	SHAMPO	1.00	PCS	794	1,000	0
8999999612573	DOVE KONDISIONER BIOTIN 10ml(40x12)	SHAMPO	12.00	RCG	9,531	11,000	10,750
8999999612573	DOVE KONDISIONER BIOTIN 10ml(40x12)	SHAMPO	480.00	DUS	381,240	393,000	0
